step,train_loss,val_bpb,ln2_norm_L0,ln2_norm_L1,ln2_norm_L2,ln2_norm_L3,ln2_norm_L4,ln2_norm_L5,ln2_mean_L0,ln2_mean_L1,ln2_mean_L2,ln2_mean_L3,ln2_mean_L4,ln2_mean_L5,ln1_norm_L0,ln1_norm_L1,ln1_norm_L2,ln1_norm_L3,ln1_norm_L4,ln1_norm_L5,lut_tv,lut_tv_L0,lut_tv_L1,lut_tv_L2,lut_tv_L3,lut_tv_L4,lut_tv_L5
500,7.059472,2.013005,19.729351,19.621901,19.626734,19.630486,19.626095,19.627670,1.006808,1.001325,1.001571,1.001763,1.001539,1.001619,19.705860,19.668119,19.666874,19.663885,19.663763,19.654617,2.23238368e-04,4.75062930e-04,1.94105844e-04,1.70546060e-04,1.72730957e-04,1.67698570e-04,1.59285846e-04
1000,5.880419,1.755367,19.791136,19.652229,19.664520,19.685083,19.673758,19.678814,1.009958,1.002870,1.003496,1.004544,1.003966,1.004225,19.598785,19.696003,19.686331,19.707680,19.740475,19.719044,1.21032460e-03,1.26920035e-03,1.17048318e-03,1.13374845e-03,1.23389717e-03,1.21608598e-03,1.23853248e-03
1500,5.350207,1.609081,19.789808,19.698277,19.723896,19.748579,19.736021,19.724924,1.009885,1.005214,1.006515,1.007772,1.007132,1.006570,19.311121,19.686710,19.623566,19.664064,19.771582,19.764158,3.60094166e-03,3.05261440e-03,3.55167408e-03,3.58432881e-03,3.77446972e-03,3.81162600e-03,3.83093697e-03
2000,4.994094,1.510969,19.677586,19.724459,19.754261,19.752710,19.738604,19.718170,1.004153,1.006539,1.008047,1.007969,1.007248,1.006215,18.864180,19.663305,19.478848,19.557323,19.825867,19.851599,7.29026048e-03,5.76671027e-03,7.32911797e-03,7.42699299e-03,7.69430259e-03,7.79842725e-03,7.72601180e-03
2500,4.760193,1.444216,19.508089,19.717026,19.738180,19.707937,19.690430,19.683357,0.995498,1.006145,1.007209,1.005669,1.004771,1.004421,18.384560,19.620422,19.317413,19.446468,20.054796,20.008842,1.10005148e-02,8.39774869e-03,1.11856926e-02,1.13251396e-02,1.16238743e-02,1.17952256e-02,1.16754081e-02
3000,4.560558,1.386131,19.298466,19.684315,19.695559,19.641212,19.621368,19.630438,0.984794,1.004459,1.005014,1.002246,1.001226,1.001697,17.881456,19.561270,19.124187,19.335564,20.450249,20.164190,1.46070930e-02,1.08483713e-02,1.49648925e-02,1.51255075e-02,1.53732505e-02,1.57169793e-02,1.56135568e-02
3500,4.417666,1.347736,19.053318,19.645863,19.651209,19.582148,19.549278,19.572136,0.972277,1.002482,1.002733,0.999218,0.997528,0.998696,17.405846,19.503468,18.939493,19.229845,20.706562,20.299173,1.81151854e-02,1.30767366e-02,1.86606646e-02,1.88508239e-02,1.90113224e-02,1.95516013e-02,1.95399635e-02
4000,4.334506,1.320452,18.775240,19.608084,19.607790,19.531384,19.478069,19.508402,0.958080,1.000539,1.000498,0.996614,0.993873,0.995411,16.951248,19.449234,18.775484,19.130787,20.885664,20.427841,2.14728441e-02,1.50600122e-02,2.22221203e-02,2.24392395e-02,2.25053970e-02,2.32383497e-02,2.33719461e-02
4500,4.256918,1.300167,18.481499,19.572485,19.565792,19.484415,19.410748,19.444201,0.943078,0.998706,0.998340,0.994202,0.990419,0.992099,16.547031,19.395922,18.631899,19.042728,21.016975,20.560398,2.46508485e-02,1.68138035e-02,2.56187990e-02,2.58474294e-02,2.58116014e-02,2.67371126e-02,2.70763449e-02
5000,4.208143,1.282363,18.189754,19.537937,19.525469,19.440529,19.347113,19.382372,0.928178,0.996929,0.996268,0.991952,0.987154,0.988908,16.175447,19.349131,18.513641,18.968643,21.131117,20.689531,2.76250768e-02,1.83458552e-02,2.88511943e-02,2.90574133e-02,2.89082751e-02,2.99992859e-02,3.05884369e-02
5500,4.170939,1.268859,17.900715,19.503428,19.485004,19.399410,19.288651,19.320490,0.913412,0.995150,0.994191,0.989838,0.984154,0.985712,15.843360,19.304449,18.409336,18.907110,21.228760,20.815109,3.03672267e-02,1.96589381e-02,3.18430811e-02,3.20337936e-02,3.17850634e-02,3.30078676e-02,3.38746160e-02
6000,4.111714,1.256456,17.623388,19.475523,19.450972,19.362921,19.234911,19.262577,0.899241,0.993714,0.992440,0.987967,0.981398,0.982716,15.555790,19.264511,18.324526,18.851803,21.316696,20.936541,3.28869953e-02,2.07671877e-02,3.46376933e-02,3.47976908e-02,3.44199054e-02,3.57752889e-02,3.69242057e-02
6500,4.080909,1.246196,17.373484,19.449638,19.417849,19.329004,19.187119,19.206463,0.886470,0.992377,0.990737,0.986227,0.978947,0.979810,15.301575,19.230238,18.258801,18.810442,21.394571,21.050171,3.51572701e-02,2.17073001e-02,3.71776484e-02,3.72949727e-02,3.67979296e-02,3.82655002e-02,3.97002697e-02
7000,4.037457,1.238109,17.144035,19.425314,19.386621,19.300488,19.144537,19.155161,0.874732,0.991122,0.989132,0.984762,0.976761,0.977150,15.089581,19.200954,18.209932,18.771469,21.464283,21.157656,3.72023704e-02,2.24749651e-02,3.94923054e-02,3.95475514e-02,3.89465988e-02,4.05221432e-02,4.22306582e-02
7500,4.008818,1.229188,16.949734,19.401661,19.360746,19.273968,19.106918,19.110411,0.864790,0.989904,0.987805,0.983401,0.974832,0.974832,14.913619,19.171947,18.174843,18.745623,21.529343,21.262417,3.90105716e-02,2.30815914e-02,4.15498652e-02,4.15565409e-02,4.08471823e-02,4.25270051e-02,4.45012450e-02
8000,3.972153,1.223083,16.781462,19.385990,19.339323,19.251995,19.072668,19.069948,0.856172,0.989095,0.986705,0.982275,0.973076,0.972731,14.770626,19.144238,18.148203,18.723763,21.589390,21.361168,4.06073673e-02,2.35731751e-02,4.34011146e-02,4.33367975e-02,4.25325111e-02,4.42775488e-02,4.65230569e-02
8500,3.941781,1.215706,16.645014,19.371012,19.320549,19.232965,19.046095,19.034058,0.849177,0.988324,0.985741,0.981297,0.971715,0.970869,14.655114,19.121838,18.134085,18.707386,21.639572,21.447153,4.19993009e-02,2.39506140e-02,4.50048260e-02,4.49060500e-02,4.40020710e-02,4.58210222e-02,4.83112223e-02
9000,3.930992,1.210011,16.534178,19.359497,19.305103,19.216576,19.022184,19.003744,0.843493,0.987727,0.984945,0.980453,0.970485,0.969296,14.563725,19.101582,18.126722,18.695532,21.685667,21.529764,4.32030590e-02,2.42313668e-02,4.64090370e-02,4.62571010e-02,4.52833548e-02,4.71656434e-02,4.98718508e-02
9500,3.891082,1.204443,16.444204,19.351809,19.293308,19.203871,19.000025,18.975527,0.838879,0.987330,0.984341,0.979802,0.969348,0.967830,14.493068,19.083380,18.121660,18.688000,21.733095,21.609146,4.42283833e-02,2.44290475e-02,4.76250648e-02,4.74250205e-02,4.63810414e-02,4.82937768e-02,5.12163490e-02
10000,3.874558,1.199226,16.376379,19.345997,19.283291,19.191193,18.982344,18.952625,0.835394,0.987028,0.983821,0.979152,0.968442,0.966640,14.436263,19.063934,18.124971,18.683523,21.778910,21.680529,4.50942336e-02,2.45708153e-02,4.86668944e-02,4.84142527e-02,4.73043695e-02,4.92390171e-02,5.23700528e-02
10500,3.882247,1.194706,16.324562,19.340336,19.273848,19.181171,18.967281,18.933197,0.832729,0.986732,0.983337,0.978638,0.967666,0.965628,14.397418,19.049461,18.128557,18.680157,21.817442,21.748655,4.58154374e-02,2.46657804e-02,4.95382734e-02,4.92397100e-02,4.80689853e-02,5.00229113e-02,5.33569641e-02
11000,3.823932,1.190661,16.286932,19.337122,19.266329,19.172680,18.954933,18.915434,0.830793,0.986564,0.982950,0.978201,0.967031,0.964706,14.371781,19.036606,18.135576,18.682373,21.854013,21.806721,4.64031572e-02,2.47263983e-02,5.02626225e-02,4.99179810e-02,4.86945622e-02,5.06651215e-02,5.41522577e-02
11500,3.812767,1.187181,16.260414,19.335884,19.260851,19.165813,18.943722,18.900249,0.829428,0.986499,0.982668,0.977849,0.966456,0.963917,14.355289,19.028576,18.143932,18.683880,21.887815,21.856018,4.68772339e-02,2.47654021e-02,5.08542880e-02,5.04712686e-02,4.91978638e-02,5.11741191e-02,5.48004620e-02
12000,3.805986,1.183412,16.241314,19.334032,19.256258,19.158747,18.933674,18.885603,0.828446,0.986401,0.982431,0.977488,0.965941,0.963158,14.346791,19.021626,18.153231,18.688395,21.919725,21.902376,4.72491865e-02,2.47836243e-02,5.13277389e-02,5.09113744e-02,4.95882258e-02,5.15717417e-02,5.53124137e-02
12500,3.781296,1.180503,16.228716,19.333044,19.252232,19.154205,18.926441,18.874504,0.827797,0.986349,0.982224,0.977254,0.965569,0.962581,14.342081,19.016533,18.162609,18.693293,21.945772,21.945751,4.75464584e-02,2.47922298e-02,5.17042913e-02,5.12617454e-02,4.99051958e-02,5.18877767e-02,5.57275116e-02
13000,3.765677,1.177924,16.222729,19.333136,19.249012,19.150196,18.919924,18.864965,0.827487,0.986353,0.982059,0.977050,0.965236,0.962088,14.342917,19.012218,18.173246,18.696867,21.968588,21.982193,4.77796340e-02,2.48012841e-02,5.20099215e-02,5.15377335e-02,5.01462929e-02,5.21306470e-02,5.60519248e-02
13500,3.761252,1.175776,16.217424,19.333426,19.246445,19.146677,18.914152,18.857462,0.827213,0.986368,0.981928,0.976869,0.964940,0.961699,14.344032,19.008810,18.181797,18.703062,21.990572,22.013277,4.79616759e-02,2.48051360e-02,5.22515252e-02,5.17564937e-02,5.03350608e-02,5.23142591e-02,5.63075803e-02
14000,3.740064,1.173444,16.216524,19.333780,19.244333,19.144661,18.910988,18.850765,0.827164,0.986385,0.981820,0.976766,0.964779,0.961351,14.347338,19.005087,18.190546,18.707500,22.008215,22.041302,4.81076191e-02,2.48102844e-02,5.24447672e-02,5.19289300e-02,5.04846908e-02,5.24673015e-02,5.65097407e-02
14500,3.723835,1.172137,16.216537,19.334209,19.243589,19.143059,18.908447,18.845322,0.827165,0.986405,0.981781,0.976683,0.964649,0.961070,14.353298,19.003353,18.197292,18.711737,22.024279,22.064047,4.82257729e-02,2.48129852e-02,5.26001602e-02,5.20724729e-02,5.06064221e-02,5.25869429e-02,5.66756539e-02
15000,3.727040,1.170688,16.217234,19.335140,19.242441,19.141928,18.905941,18.840464,0.827200,0.986452,0.981723,0.976625,0.964520,0.960818,14.359747,19.001385,18.203991,18.715746,22.039099,22.086561,4.83251717e-02,2.48179063e-02,5.27342111e-02,5.21911420e-02,5.07080257e-02,5.26845008e-02,5.68152443e-02
15500,3.716455,1.169746,16.218512,19.336245,19.241804,19.140631,18.903557,18.836226,0.827265,0.986509,0.981690,0.976559,0.964398,0.960597,14.365791,18.999512,18.211451,18.720028,22.053997,22.105608,4.84129246e-02,2.48247348e-02,5.28524704e-02,5.22934534e-02,5.07958382e-02,5.27679250e-02,5.69431260e-02
16000,3.710189,1.169401,16.219933,19.337149,19.241411,19.139456,18.901484,18.832523,0.827337,0.986555,0.981669,0.976499,0.964291,0.960406,14.371645,18.997931,18.218529,18.724009,22.067482,22.125914,4.84947264e-02,2.48325877e-02,5.29615842e-02,5.23910373e-02,5.08787297e-02,5.28454632e-02,5.70589565e-02
