step,L0.qk_lut.T_soft,L0.qk_lut.T_sel,L0.v_lut.T_soft,L0.v_lut.T_sel,L0.out_proj.T_soft,L0.out_proj.T_sel,L1.qk_lut.T_soft,L1.qk_lut.T_sel,L1.v_lut.T_soft,L1.v_lut.T_sel,L1.out_proj.T_soft,L1.out_proj.T_sel,L2.qk_lut.T_soft,L2.qk_lut.T_sel,L2.v_lut.T_soft,L2.v_lut.T_sel,L2.out_proj.T_soft,L2.out_proj.T_sel,L3.qk_lut.T_soft,L3.qk_lut.T_sel,L3.v_lut.T_soft,L3.v_lut.T_sel,L3.out_proj.T_soft,L3.out_proj.T_sel,L4.qk_lut.T_soft,L4.qk_lut.T_sel,L4.v_lut.T_soft,L4.v_lut.T_sel,L4.out_proj.T_soft,L4.out_proj.T_sel,L5.qk_lut.T_soft,L5.qk_lut.T_sel,L5.v_lut.T_soft,L5.v_lut.T_sel,L5.out_proj.T_soft,L5.out_proj.T_sel
0,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000,0.500000
200,0.497727,0.497909,0.496470,0.496472,0.496300,0.496239,0.497655,0.497412,0.497208,0.497190,0.498329,0.498314,0.497640,0.497384,0.497569,0.497604,0.498711,0.498736,0.497921,0.497837,0.497761,0.497786,0.499218,0.499243,0.497625,0.497559,0.498047,0.498027,0.499647,0.499637,0.497765,0.497622,0.498060,0.498093,0.499815,0.499807
400,0.493768,0.495306,0.491047,0.491140,0.486987,0.486954,0.505436,0.501508,0.492891,0.493435,0.495173,0.494681,0.504297,0.500140,0.495168,0.495472,0.496150,0.495756,0.503219,0.500010,0.496289,0.496519,0.498411,0.498174,0.502792,0.499424,0.497218,0.497285,0.499526,0.499201,0.498927,0.497582,0.497636,0.497698,0.499999,0.499877
600,0.486350,0.490366,0.483160,0.483882,0.473362,0.474254,0.522225,0.513899,0.485116,0.486331,0.486474,0.484989,0.520036,0.510552,0.489494,0.490100,0.486564,0.485991,0.517510,0.507698,0.493252,0.493617,0.497091,0.496532,0.516192,0.506861,0.495494,0.495564,0.499179,0.498579,0.501311,0.498287,0.497478,0.497534,0.500537,0.500227
800,0.477968,0.484215,0.472696,0.474766,0.457210,0.459645,0.547190,0.532525,0.474283,0.474847,0.475824,0.471988,0.544470,0.527335,0.481706,0.481834,0.470178,0.469137,0.539801,0.521368,0.488275,0.487751,0.493103,0.492786,0.538216,0.521154,0.491897,0.491538,0.496449,0.496077,0.507907,0.500853,0.497428,0.497368,0.501599,0.500863
1000,0.472495,0.479313,0.462817,0.466247,0.441641,0.445218,0.574827,0.550912,0.465671,0.463556,0.467666,0.459458,0.573543,0.547531,0.474130,0.471696,0.454651,0.451888,0.567367,0.539040,0.483159,0.479430,0.486493,0.486565,0.566818,0.540697,0.487449,0.485142,0.489815,0.490690,0.518802,0.505529,0.497506,0.497142,0.503227,0.501732
1200,0.471360,0.476818,0.453189,0.458018,0.428694,0.432342,0.601775,0.566421,0.464966,0.456376,0.467964,0.452677,0.603164,0.566633,0.471231,0.463784,0.441701,0.435301,0.596153,0.555947,0.481137,0.470528,0.476588,0.477178,0.596452,0.559821,0.485248,0.478461,0.481111,0.483855,0.530975,0.510853,0.498035,0.497047,0.505038,0.502617
1400,0.471351,0.474792,0.445415,0.451294,0.419012,0.421525,0.628902,0.580106,0.470709,0.453022,0.474656,0.449195,0.633267,0.584181,0.475430,0.458631,0.435544,0.422147,0.626001,0.570635,0.484292,0.462277,0.465997,0.466188,0.627444,0.578494,0.486883,0.471619,0.471047,0.475402,0.546289,0.517759,0.499302,0.497195,0.506760,0.503333
1600,0.472901,0.474013,0.439071,0.445800,0.413707,0.412511,0.655266,0.591736,0.482444,0.453323,0.487394,0.449483,0.662924,0.599434,0.485355,0.456642,0.436557,0.412056,0.655484,0.583853,0.495377,0.456486,0.456304,0.453759,0.658362,0.594092,0.493875,0.465855,0.461687,0.466337,0.564782,0.526662,0.501318,0.497428,0.508645,0.504015
1800,0.475228,0.473597,0.433664,0.440972,0.412667,0.405480,0.679678,0.600338,0.495774,0.454678,0.501947,0.451855,0.690996,0.611188,0.499795,0.457640,0.446226,0.408026,0.684621,0.593629,0.510717,0.452773,0.453102,0.443962,0.688787,0.606273,0.506584,0.462720,0.453303,0.457108,0.583467,0.535258,0.503847,0.497701,0.510142,0.504458
2000,0.478248,0.473252,0.429592,0.437092,0.414054,0.399916,0.704928,0.609201,0.512446,0.458317,0.519399,0.456258,0.719153,0.621026,0.516885,0.460645,0.458642,0.406100,0.714501,0.602019,0.529739,0.452369,0.451612,0.434082,0.719840,0.616303,0.523320,0.461559,0.446542,0.447720,0.604138,0.545044,0.507435,0.498269,0.511648,0.504794
2200,0.479481,0.471758,0.425405,0.433154,0.416419,0.393937,0.727419,0.614950,0.530353,0.463261,0.538206,0.462842,0.745549,0.628829,0.534940,0.464435,0.474478,0.407480,0.744246,0.608695,0.550399,0.454556,0.455454,0.426349,0.750656,0.625865,0.541426,0.462395,0.445188,0.440459,0.625396,0.554960,0.511840,0.498992,0.512853,0.504879
2400,0.483690,0.473165,0.422027,0.429473,0.421732,0.389726,0.747676,0.618915,0.548147,0.468481,0.558441,0.469442,0.772689,0.635561,0.554395,0.469539,0.491027,0.409446,0.773371,0.613593,0.573348,0.457993,0.464111,0.420702,0.780553,0.632210,0.560941,0.464649,0.445697,0.433407,0.646896,0.563228,0.517164,0.499957,0.513882,0.504777
2600,0.486056,0.473294,0.419400,0.426431,0.428519,0.386494,0.768280,0.622902,0.566305,0.473480,0.577501,0.475607,0.797896,0.639521,0.574649,0.474594,0.509553,0.412522,0.801294,0.616521,0.596325,0.462216,0.474914,0.415970,0.810028,0.636941,0.581963,0.467793,0.449152,0.427805,0.669934,0.572888,0.522870,0.500936,0.514721,0.504636
2800,0.488241,0.472601,0.417213,0.423643,0.436850,0.384904,0.784939,0.623719,0.583286,0.478187,0.597556,0.482286,0.819579,0.639967,0.595161,0.480237,0.528037,0.415777,0.828424,0.618054,0.620149,0.466818,0.486057,0.412612,0.837020,0.638636,0.603423,0.471443,0.453587,0.422726,0.692538,0.581760,0.530438,0.502470,0.515224,0.504212
3000,0.490592,0.472205,0.415268,0.421037,0.445128,0.381480,0.801338,0.623328,0.599037,0.481265,0.616315,0.486782,0.841990,0.642285,0.615346,0.485629,0.546860,0.420083,0.854293,0.618743,0.643199,0.472110,0.500140,0.410810,0.864697,0.639902,0.624643,0.475443,0.461444,0.419366,0.714121,0.589295,0.537999,0.503859,0.515601,0.503694
3200,0.492390,0.471398,0.413809,0.418754,0.454051,0.379646,0.816424,0.622448,0.617343,0.486276,0.635987,0.491882,0.861324,0.641509,0.635887,0.491004,0.565107,0.424170,0.878775,0.618185,0.666438,0.476226,0.514259,0.409379,0.889913,0.639274,0.647580,0.479945,0.468986,0.415351,0.736043,0.596441,0.547974,0.505810,0.515973,0.502984
3400,0.495205,0.471814,0.412510,0.416616,0.462171,0.376980,0.832526,0.623526,0.634723,0.489871,0.654007,0.495679,0.879279,0.642207,0.655783,0.495508,0.582318,0.427050,0.901413,0.616513,0.686955,0.479455,0.527707,0.409152,0.915807,0.639360,0.669227,0.483961,0.478297,0.412375,0.757605,0.603396,0.557236,0.507419,0.516204,0.502248
3600,0.496709,0.471210,0.411504,0.414970,0.469080,0.373633,0.845381,0.622240,0.651227,0.493976,0.673519,0.500636,0.896525,0.641641,0.674724,0.499981,0.599948,0.430019,0.925437,0.613984,0.709943,0.483761,0.542524,0.408939,0.940378,0.637378,0.691870,0.488739,0.488746,0.410590,0.779771,0.610211,0.567831,0.509570,0.516260,0.501399
3800,0.499104,0.471498,0.410900,0.413346,0.476250,0.370525,0.855275,0.619010,0.667096,0.497121,0.691055,0.503814,0.912996,0.640199,0.692984,0.503639,0.616732,0.432720,0.946268,0.611304,0.731766,0.487969,0.558017,0.410020,0.963726,0.635314,0.712231,0.492245,0.497485,0.408288,0.802187,0.616556,0.578494,0.511621,0.516062,0.500423
4000,0.500094,0.470685,0.410073,0.411784,0.483486,0.367923,0.867584,0.618340,0.680673,0.498883,0.706564,0.505487,0.928155,0.637334,0.709992,0.506365,0.633178,0.434759,0.966898,0.608261,0.752861,0.491630,0.572712,0.411071,0.984579,0.632421,0.732163,0.495739,0.506650,0.406252,0.821929,0.621104,0.590263,0.513916,0.516236,0.499548
4200,0.501644,0.470598,0.409313,0.410415,0.490819,0.366123,0.876889,0.616482,0.694185,0.500678,0.721023,0.506755,0.941032,0.634943,0.726007,0.509196,0.648855,0.437011,0.986311,0.605354,0.771848,0.493554,0.584087,0.410177,1.005968,0.629369,0.751671,0.498996,0.516323,0.404673,0.842616,0.625451,0.601584,0.516142,0.515932,0.498529
4400,0.502416,0.469889,0.408755,0.409148,0.495901,0.362806,0.886215,0.614730,0.707145,0.502417,0.735361,0.508832,0.953470,0.633272,0.741873,0.512018,0.663936,0.439114,1.004254,0.602262,0.790796,0.495872,0.596540,0.410450,1.026695,0.627249,0.770057,0.502050,0.525658,0.403163,0.861209,0.628544,0.612675,0.518319,0.515740,0.497510
4600,0.502450,0.468937,0.407676,0.407605,0.500887,0.359681,0.893844,0.612258,0.717287,0.503529,0.748639,0.510002,0.963166,0.630180,0.757183,0.514833,0.678789,0.441765,1.020111,0.598974,0.808273,0.497813,0.608498,0.410437,1.045021,0.623959,0.787978,0.505147,0.535535,0.402091,0.879089,0.631146,0.623424,0.520352,0.515494,0.496479
4800,0.503446,0.468420,0.406400,0.406072,0.505242,0.357091,0.900119,0.610483,0.727814,0.504847,0.760541,0.510678,0.974314,0.628816,0.771238,0.517381,0.692052,0.443979,1.035397,0.594767,0.824943,0.500389,0.619875,0.411030,1.060677,0.621416,0.803881,0.507399,0.543715,0.400842,0.895735,0.633846,0.633669,0.522101,0.515276,0.495502
5000,0.503703,0.467560,0.405815,0.405024,0.509065,0.354324,0.905441,0.608247,0.737769,0.505410,0.771410,0.510568,0.981349,0.625290,0.784117,0.519122,0.703955,0.444796,1.050032,0.591576,0.840450,0.501548,0.629713,0.410658,1.075247,0.618533,0.819527,0.509459,0.551766,0.399774,0.910072,0.634615,0.644434,0.524120,0.515299,0.494662
5200,0.504411,0.467560,0.404669,0.403688,0.510591,0.351249,0.910005,0.606185,0.746332,0.505710,0.780740,0.510069,0.989776,0.623358,0.796241,0.521009,0.714980,0.446142,1.063061,0.588829,0.854768,0.502937,0.639850,0.411261,1.087803,0.614962,0.833034,0.510994,0.559362,0.399151,0.923909,0.636123,0.653594,0.525511,0.515215,0.493880
5400,0.504279,0.466637,0.403634,0.402495,0.512080,0.348621,0.914482,0.604447,0.753783,0.505879,0.788423,0.509116,0.994917,0.620081,0.807201,0.522548,0.725260,0.447447,1.074410,0.586208,0.867358,0.503887,0.648273,0.411116,1.101557,0.613094,0.846420,0.512760,0.565992,0.398535,0.936877,0.637289,0.662521,0.527058,0.515100,0.493139
5600,0.503875,0.465706,0.402578,0.401398,0.513693,0.346395,0.917868,0.602451,0.759844,0.505927,0.795499,0.508078,1.001316,0.617648,0.816629,0.523621,0.734519,0.447877,1.084769,0.583479,0.879444,0.504977,0.656335,0.411074,1.113215,0.610611,0.857771,0.514016,0.571755,0.397895,0.948020,0.637398,0.670747,0.528562,0.514937,0.492441
5800,0.504094,0.465383,0.401766,0.400418,0.513803,0.343812,0.920540,0.600659,0.765717,0.505651,0.802452,0.507320,1.007473,0.615962,0.825313,0.524653,0.742595,0.448692,1.095058,0.581272,0.889940,0.506048,0.663846,0.410933,1.123831,0.608402,0.869027,0.515549,0.577653,0.397383,0.959182,0.637850,0.678540,0.529825,0.514735,0.491716
6000,0.504266,0.465133,0.400775,0.399419,0.514276,0.341957,0.921431,0.598144,0.770829,0.505537,0.808145,0.506595,1.011062,0.613747,0.832967,0.525488,0.749781,0.449133,1.103506,0.578853,0.899458,0.506428,0.670011,0.410724,1.131877,0.605678,0.878868,0.516511,0.582567,0.396833,0.968721,0.638146,0.686036,0.531031,0.514562,0.490981
6200,0.503810,0.464459,0.399777,0.398425,0.512889,0.339423,0.923216,0.596640,0.774729,0.505120,0.811947,0.505006,1.014419,0.611291,0.840341,0.526149,0.756276,0.449442,1.110331,0.576700,0.908034,0.507133,0.675504,0.410650,1.141334,0.604200,0.888146,0.517737,0.587116,0.396455,0.976862,0.638052,0.692955,0.532300,0.514597,0.490451
6400,0.503773,0.464259,0.398518,0.397329,0.512395,0.337503,0.924648,0.595020,0.778522,0.505025,0.815898,0.504339,1.017403,0.609306,0.847671,0.527511,0.762621,0.450398,1.117191,0.574598,0.915890,0.507601,0.680426,0.410492,1.148435,0.602305,0.895708,0.518407,0.591139,0.396192,0.983966,0.637857,0.698808,0.533102,0.514282,0.489809
6600,0.503383,0.463646,0.397698,0.396570,0.511555,0.335808,0.925817,0.593725,0.781599,0.504808,0.819306,0.503308,1.019427,0.607569,0.853194,0.527807,0.767956,0.450673,1.123768,0.573198,0.922425,0.507765,0.684526,0.410159,1.154913,0.600728,0.902474,0.519024,0.594710,0.395932,0.990346,0.637828,0.704223,0.533903,0.514244,0.489336
6800,0.503365,0.463439,0.396737,0.395738,0.510124,0.333995,0.927068,0.592629,0.784328,0.504302,0.821666,0.502108,1.022601,0.606564,0.858406,0.528515,0.772616,0.451087,1.129339,0.571944,0.928308,0.507935,0.688050,0.409782,1.160948,0.599292,0.908626,0.519761,0.598211,0.395805,0.996049,0.637542,0.709241,0.534732,0.514145,0.488915
7000,0.502828,0.462907,0.395669,0.394843,0.508773,0.332399,0.927327,0.591258,0.786944,0.504264,0.824556,0.501611,1.023703,0.604712,0.862870,0.528910,0.776411,0.451236,1.133728,0.570328,0.933863,0.508299,0.691461,0.409706,1.165253,0.597609,0.914155,0.520279,0.601300,0.395628,1.001592,0.637778,0.713472,0.535321,0.513994,0.488467
7200,0.502897,0.462832,0.394968,0.394272,0.507652,0.331036,0.928049,0.590267,0.788637,0.503788,0.826317,0.500475,1.025912,0.603807,0.866947,0.529506,0.780434,0.451729,1.138166,0.568938,0.938287,0.508377,0.694335,0.409337,1.169400,0.596408,0.919226,0.520941,0.603932,0.395492,1.005518,0.637066,0.717474,0.535908,0.513935,0.488098
7400,0.502505,0.462490,0.394229,0.393646,0.506732,0.329961,0.928008,0.589052,0.790043,0.503235,0.827926,0.499407,1.027379,0.602722,0.870627,0.529785,0.783517,0.451797,1.142493,0.567912,0.942571,0.508643,0.697122,0.409159,1.173376,0.595471,0.923566,0.521423,0.606113,0.395389,1.009175,0.636686,0.720984,0.536398,0.513878,0.487786
7600,0.502305,0.462244,0.393560,0.393114,0.505616,0.328787,0.928780,0.588489,0.791916,0.503184,0.829916,0.498805,1.028535,0.601650,0.873760,0.530042,0.786555,0.451973,1.145543,0.566638,0.946548,0.508774,0.699419,0.408857,1.176410,0.594377,0.927666,0.521812,0.608146,0.395212,1.012812,0.636353,0.724281,0.536770,0.513762,0.487458
7800,0.501924,0.461733,0.392827,0.392538,0.503954,0.327488,0.929139,0.587692,0.792894,0.502631,0.831274,0.497971,1.030328,0.601032,0.876844,0.530381,0.789455,0.452218,1.148846,0.565512,0.950199,0.508870,0.701734,0.408776,1.179706,0.593325,0.931557,0.522179,0.610030,0.395093,1.016195,0.636117,0.727381,0.537303,0.513700,0.487150
8000,0.501991,0.461702,0.392125,0.391980,0.502726,0.326431,0.930040,0.587222,0.794033,0.502290,0.832432,0.497084,1.031484,0.600121,0.879374,0.530486,0.791911,0.452203,1.152256,0.564522,0.953937,0.509170,0.704105,0.408645,1.182835,0.592436,0.935277,0.522592,0.611915,0.395006,1.019464,0.635869,0.730461,0.537667,0.513612,0.486850
